,Unnamed: 0,TWEET_ID,USER_ID,TWEET,EMOJI,TWEET_SENTIMENT,PROCESSED_TWEET,TARGET_EMOJIS_LIST,nltk_aggregated_score,spacy_aggregated_score,hugging_face_score,emoji_score,delta_nltk,delta_spacy,delta_hugging_face,gamma_text,gamma_emoticon,gamma
750,1277,701344686720557056,3656559557,"@David_Cameron We Will NOT be Safer or Stronger in the #EU that is absolute rubbish
We can control our sovereignty #Brexit
#LeaveEU
#GO
👍👍👍😲",0x1f632,positive,safer strong absolute rubbish control sovereignty thumbs_up thumbs_up thumbs_up,0x1f632,0.7269,0.3166666666666666,0.5886024832725525,-0.068,0.7948999999999999,0.3846666666666666,0.6566024832725526,1,0,1
751,1278,701345348078403584,297286429,"@papa_face so you say two sets of regulation is good for business 😂
Good luck selling #brexit with that promise",0x1f602,positive,say two set regulation good business good luck selling promise,0x1f602,0.8779,0.7,-0.879461407661438,0.221,0.6569,0.479,-1.100461407661438,1,1,1
754,1285,701353564715794432,1449631010,"@Gnat68 @MartynFovargue Newspaper polls are a laugh really. Example- Daily Express with 98% in their poll favouring #Brexit, not surprising😂",0x1f602,positive,newspaper poll laugh really  example  daily express 98  poll favour surprising,0x1f602,0.8225,0.3,0.6259661912918091,0.221,0.6015,0.07899999999999999,0.4049661912918091,1,1,1
759,1293,701359582283747328,3656559557,"Good for you #zacgoldsmith thank you
#ZaxGo
#Brexit
#LeaveEU
#GO
👍👍👍👍😲✔ https://t.co/VQ18luf0EU",0x1f632,positive,good thank thumbs_up thumbs_up thumbs_up check_mark,0x1f632,0.6597,0.7,-0.955647349357605,-0.068,0.7277,0.768,-0.8876473493576049,1,0,1
764,1298,701367055547764736,85386747,"It's not 'how long ' an interview lasts, that matters; it's the content. #BREXIT won the day! 😊  https://t.co/2N6eYC2Jdp",0x1f60a,positive, long  interview last  matter  content  day ,0x1f60a,0.0258,-0.025,0.6765981912612915,0.644,-0.6182,-0.669,0.03259819126129149,1,1,1
767,1302,701388577113030656,29709051,@Karelcb @WantEnglandBack @IainDale yes I do belive he has a pair tucked away.. Just wating to come out for the brexit campaign 😷😷😷,0x1f637|0x1f637|0x1f637,positive,yes belive pair tuck away  wating come brexit campaign,0x1f637|0x1f637|0x1f637,0.4019,0.0,0.6229749321937561,-0.169,0.5709,0.169,0.7919749321937561,1,0,1
769,1304,701379818328346624,297286429,"Kipper thinks UK can continue levying EU's common external tariff on ROW after #brexit
Seems rather stupid idea😂 https://t.co/mrK0j0lZ2O",0x1f602,negative,kipper think uk continue levy eus common external tariff row seem rather stupid idea,0x1f602,-0.5267,-0.3666666666666666,0.7987346649169922,0.221,-0.7476999999999999,-0.5876666666666666,0.5777346649169922,0,1,0
773,1309,701383628333387776,95987075,@giffordab Worse than that😳wonder if they will spout crap to derail #Brexit and scare undecided people into staying with status quo #apathy,0x1f633,negative,bad wonder spout crap derail scare undecided people stay status quo,0x1f633,-0.9081,-0.75,0.9164665341377258,0.018,-0.9261,-0.768,0.8984665341377258,0,1,0
774,1312,701385075120861184,95987075,@giffordab I hope so - i am worried 😕 #STAY has a huge budget and sorry to say it - the @BBC #Brexit needs to get organised and box clever..,0x1f615,positive,hope  worried huge budget sorry say  need get organise box clever ,0x1f615,0.6908,0.0222222222222222,0.4791403710842132,-0.397,1.0878,0.4192222222222222,0.8761403710842133,1,0,1
776,1314,701386370514821120,2954566971,@LBC @Nigel_Farage no fear from me 😀 #brexit all day long!!!!,0x1f600,positive,fear day long   ,0x1f600,-0.4939,-0.05,0.6921548843383789,0.568,-1.0619,-0.618,0.12415488433837896,0,1,0
778,1316,701406366670462976,37489774,@yorksfella59 @moonhot97 what is worse is that IDS wants a brexit ...it could be a conspiracy to make us vote to stay in😱😆😂😂 a curve ball!,0x1f631|0x1f606|0x1f602|0x1f602,negative,bad id want brexit  could conspiracy make u vote stay curve ball ,0x1f631|0x1f606|0x1f602|0x1f602,-0.765,-0.6999999999999998,0.6285109519958496,0.26025,-1.02525,-0.9602499999999998,0.36826095199584963,0,1,0
786,1326,701418351868952576,71529145,disagree with the quoted tweet. We have an absolute right to be a Member State if we so wish. Indy good Brexit bad 😊 https://t.co/Mr6LiotimG,0x1f60a,negative,disagree quote tweet  absolute right member state wish  indy good brexit bad,0x1f60a,-0.128,0.1214285714285714,0.5044024586677551,0.644,-0.772,-0.5225714285714286,-0.1395975413322449,0,1,0
789,1329,701410009704435712,3656559557,"What do we expect from #David_Cameron
It's like building on sand !!!!
#Brexit
#LeaveEU
#GO
👍👍👍😲✔ https://t.co/CMwnk4KqBC",0x1f632,positive,expect like building sand    thumbs_up thumbs_up thumbs_up check_mark,0x1f632,0.3612,0.0,0.6978014707565308,-0.068,0.4292,0.068,0.7658014707565308,1,0,1
792,1333,701419361614110720,3656559557,"We #UK have to #VoteLeave &amp; #Brexit
Supporting only #Brits
Let's change the #EU then for #safety  &amp; #Prosperity 👍👍😲✔ https://t.co/PbpJDHlByM",0x1f632,positive, support lets change  thumbs_up thumbs_up check_mark,0x1f632,0.4019,0.0,0.7614430785179138,-0.068,0.4699,0.068,0.8294430785179139,1,0,1
799,1345,701429664372408320,8919122,I wish I was a morning person. It's not even early but I need like 3 more hours of sleep 😩,0x1f629,positive,wish morning person  even early need like 3 hour sleep,0x1f629,0.6369,0.1,0.7557657361030579,-0.368,1.0049000000000001,0.46799999999999997,1.1237657361030577,1,0,1
812,1371,701448143905361920,19015418,Just completed a 5.03 km run - Terriblemente cruel🎤🎼 😎💪🏻😡👊🏻👏🏻 https://t.co/tBAbXcbELM #Runkeeper,0x1f60e|0x1f621,neutral,complete 503 km run  terriblemente cruel microphone musical_score flexed_biceps light_skin_tone oncoming_fist light_skin_tone clapping_hands light_skin_tone,0x1f60e|0x1f621,-0.5859,-0.45,0.8506996035575867,0.159,-0.7449,-0.609,0.6916996035575866,0,1,0
819,1380,701452436540628992,139198644,RT @ChezLoudKidz: RT this &amp; the latest LK cover of @blink182 and I'll go on DM spree tonight ... Prepare for some bad jokes 😂 https://t.co/…,0x1f602,positive,rt rt  late lk cover ill go dm spree tonight  prepare bad joke,0x1f602,-0.6249,-0.5,0.5965109467506409,0.221,-0.8459,-0.721,0.3755109467506409,0,1,0
827,1393,701459325160726528,186947829,Happy #DaytonaDay! Bummed there's no @TonyStewart today 😩 Get well soon! Go @StewartHaasRcng. Get one for Smoke!  #SmokeWillRise #Again,0x1f629,neutral,happy bum theres today get well soon  go get one smoke ,0x1f629,0.7003,0.8,-0.9278031587600708,-0.368,1.0683,1.1680000000000001,-0.5598031587600708,1,0,1
829,1396,701464046386675712,212316811,"Suck it up @adamboultonSKY @Telegraph 
Looks you and @David_Cameron 
#Murdoch's lackeys are up shit creak 😂
#Brexit https://t.co/jJjb3hLecE",0x1f602,negative,suck look lackey shit creak,0x1f602,-0.7579,-0.2,0.9314740300178528,0.221,-0.9789,-0.42100000000000004,0.7104740300178528,0,1,0
830,1397,701464586063626240,226690494,"Attention @Nigel_Farage haters. #Brexit means he loses EU job, quits @UKIP and be off your telly for good. Vote to #LeaveEU #NoBrainer 😀",0x1f600,neutral,attention hater  mean lose eu job  quit telly good  vote,0x1f600,-0.3818,0.1937499999999999,0.7625883221626282,0.568,-0.9498,-0.3742500000000001,0.19458832216262822,0,1,0
840,1414,701474209013354496,3656559557,"@DavidJo52951945
It's now #BOGO great #Brexit #LeaveEU #GO on its way.
Bring in #Jacobreesmogg One of the other great guys to #ExitEU
👍👍👍👍😲✔",0x1f632,positive,great way  bring one great guy thumbs_up thumbs_up thumbs_up check_mark,0x1f632,0.8481,0.8,-0.9472598433494568,-0.068,0.9160999999999999,0.8680000000000001,-0.8792598433494567,1,0,1
844,1421,701496788415598592,187537296,RT @Kharis_xo: Really need to stop buying new underwear but you really can't help yourself when it comes to Boux Avenue😍😍😍,0x1f60d|0x1f60d|0x1f60d,positive,rt really need stop buy new underwear really cant help come boux avenue,0x1f60d|0x1f60d|0x1f60d,-0.6142,0.1787878787878788,0.7788639068603516,0.678,-1.2922,-0.4992121212121212,0.10086390686035152,0,1,0
849,1429,701493208644239360,190529329,Wow @MayorofLondon sharing a platform with extremists @Nigel_Farage @georgegalloway on #Brexit. @jeremycorbyn must be feeling left out 😂,0x1f602,positive,wow share platform extremist must feel left,0x1f602,0.7184,0.05,0.492642730474472,0.221,0.49740000000000006,-0.17099999999999999,0.27164273047447196,1,1,1
854,1437,701515573486874624,19815513,"RT @Ogisa_: @BashirAhmaad safe journey to Baba, we appreciate his travels, Nigerians might not see the benefits now but our children might😂…",0x1f602,positive,rt safe journey baba  appreciate travel  nigerian might see benefit child might ,0x1f602,0.8225,0.5,-0.8325923681259155,0.221,0.6015,0.279,-1.0535923681259156,1,1,1
858,1442,701527693062496256,2922910667,Brexit people are a freak show! Gove boris Galloway etc. How could they win? 😐,0x1f610,negative,brexit people freak show  gove boris galloway etc  could win ,0x1f610,0.2263,0.8,0.5637520551681519,-0.388,0.6143000000000001,1.1880000000000002,0.9517520551681519,1,0,1
862,1448,701519374994305024,700794831665307648,Trying to make sense of the #EUCO Conclusions on #Brexit Decision Section D - Social Benefits &amp; Free Movement 😕,0x1f615,positive,try make sense conclusion decision section  social benefit  free movement,0x1f615,0.743,0.2166666666666666,0.7920993566513062,-0.397,1.1400000000000001,0.6136666666666666,1.1890993566513062,1,0,1
864,1455,701543996003323904,3318947976,brotherly love 😩 https://t.co/iik65oxqOK,0x1f629,negative,brotherly love,0x1f629,0.6369,0.5,-0.6329250335693359,-0.368,1.0049000000000001,0.868,-0.26492503356933594,1,0,1
870,1465,817860432752951296,31850918,@kirstiehalesss need to get me and my northern soul (😂) back up there asap purely to forget about Brexit for 5 mins 😏😘,0x1f602|0x1f60f|0x1f618,negative,need get northern soul   back asap purely forget brexit 5 min,0x1f602|0x1f60f|0x1f618,-0.2944,0.1071428571428571,0.516837477684021,0.418,-0.7123999999999999,-0.3108571428571429,0.09883747768402101,0,1,0
872,1468,817869708733059072,1413587905,"Another bloody expert. 😉 UK at risk of Brexit ‘catastrophe’ warns Canadian trade expert

https://t.co/rRYjvKqW6g",0x1f609,negative,another bloody expert  uk risk brexit  catastrophe  warn canadian trade expert,0x1f609,-0.8689,-0.8,0.6991512179374695,0.463,-1.3319,-1.2630000000000001,0.23615121793746946,0,1,0
874,1470,817875418002915328,115784097,"But who needs experts, and a foreigner at that 😂 : UK at risk of Brexit ‘catastrophe’ warns Canadian trade expert https://t.co/MucENmrTfx",0x1f602,negative,need expert  foreigner  uk risk brexit  catastrophe  warn canadian trade expert,0x1f602,-0.7845,0.0,0.6280497908592224,0.221,-1.0055,-0.221,0.40704979085922244,0,1,0
883,1480,817974337982627840,45114987,"UK at risk of Brexit ‘catastrophe’ warns Canadian trade expert https://t.co/OhnLoPJ5X0
Weren't the Brexit bunch praising Canada deal 😁",0x1f601,negative,uk risk brexit  catastrophe  warn canadian trade expert brexit bunch praise canada deal,0x1f601,-0.5106,0.0,0.5269906520843506,0.449,-0.9596,-0.449,0.07799065208435058,0,1,0
886,1484,818002724323213312,48306674,@laurenjhowarth least that is a more acceptable percentage split than #Brexit was! 😜,0x1f61c,positive,least acceptable percentage split ,0x1f61c,-0.2411,-0.3,0.5714223384857178,0.455,-0.6961,-0.755,0.11642233848571776,0,1,0
890,1489,818029583631007744,33682233,@JuliaHB1 @BBC1 You're the ONLY pro brexit voice on #marr today. A shock for a #bbc show. 😜,0x1f61c,negative,pro brexit voice today  shock show ,0x1f61c,-0.3818,0.0,0.5247211456298828,0.455,-0.8368,-0.455,0.0697211456298828,0,1,0
893,1495,818027891283914752,616053624,"@peteriwanoff 
The 'apathetic electorate' sadly are more concerned with fake immigration stories, fake #Brexit benefits &amp; tv's big brother!😡",0x1f621,negative, apathetic electorate  sadly concerned fake immigration story  fake benefit  tvs big brother ,0x1f621,-0.802,-0.375,0.804358184337616,-0.173,-0.629,-0.202,0.977358184337616,0,0,0
897,1499,818031175168036864,239575855,"@mrsteveblack @BBCNews I didnt see ""hard #brexit"" anywhere on the ballot paper. Only a campaign of bullshit and outright lies. No Plan A 😬🤣🙃",0x1f62c,negative,didnt see  hard anywhere ballot paper  campaign bullshit outright lie  plan rolling_on_the_floor_laughing upsidedown_face,0x1f62c,-0.5429,-0.2916666666666667,0.8685367107391357,0.194,-0.7369000000000001,-0.4856666666666667,0.6745367107391358,0,1,0
903,1505,818049857118228480,776931072,Well people good morning. Here we are a new year a new beginning ?!!we have to situations which blight 2017 brexit and Donald trump 😳🇺🇸😳🇬🇧🙏🏾,0x1f633|0x1f633|0x1f64f,positive,well people good morning  new year new beginning    situation blight 2017 brexit donald trump     mediumdark_skin_tone,0x1f633|0x1f633|0x1f64f,0.6124,0.3242424242424242,-0.6024507880210876,0.151,0.46140000000000003,0.17324242424242423,-0.7534507880210877,1,1,1
906,1508,818053446393729024,153207772,Wing Stop Sound Boooowwwwmmbbbbb 😛😛,0x1f61b|0x1f61b,negative,wing stop sound boooowwwwmmbbbbb,0x1f61b|0x1f61b,-0.296,0.4,0.4802049100399017,0.601,-0.897,-0.20099999999999996,-0.1207950899600983,0,1,0
907,1509,818053963450875904,3861360299,"@NicolaSturgeon said ""Hard Brexit and we go to polls , soft Brexit will just delay it"" 😂😂 think av just pished maself😂😂🇬🇧",0x1f602|0x1f602|0x1f602|0x1f602,negative,say  hard brexit go poll  soft brexit delay  think av pished maself  ,0x1f602|0x1f602|0x1f602|0x1f602,-0.4019,-0.0958333333333333,0.5347113013267517,0.221,-0.6229,-0.3168333333333333,0.31371130132675173,0,1,0
908,1513,818056424253231104,4916147932,"@bradleyjej He should have a face like that - He's a gooner? Any bad news anywhere in the country, just blame it on Brexit😉",0x1f609,negative,face like  hes gooner  bad news anywhere country  blame brexit,0x1f609,-0.5267,-0.6999999999999998,0.7465147376060486,0.463,-0.9897,-1.1629999999999998,0.28351473760604856,0,1,0
914,1521,818062750442209280,2328983806,@piersmorgan can I ask you what will happen with hotel staff after brexit we cannot get staff 😒No one defends the cleaning staff .,0x1f612,negative,ask happen hotel staff brexit cannot get staff one defend clean staff ,0x1f612,0.4019,0.3666666666666667,0.5840972661972046,-0.374,0.7759,0.7406666666666667,0.9580972661972046,1,0,1
915,1522,818069407167606784,3068541683,Yeah right 😩 BBC News - Theresa May: Government not muddled over Brexit https://t.co/IFCHeIfMUD,0x1f629,positive,yeah right bbc news  theresa may  government muddle brexit,0x1f629,0.296,0.2857142857142857,0.5650047063827515,-0.368,0.6639999999999999,0.6537142857142857,0.9330047063827515,1,0,1
925,1533,818070856052199424,19469224,"Leave Means Leave's Richard Tice: ""We welcome PM's commitment (to #Brexit)..Britain's access to the single market will continue"".  &lt;&lt; 😧🔫",0x1f627,positive,leave mean leaves richard tice   welcome pms commitment  access single market continue     water_pistol,0x1f627,0.6597,0.1386904761904762,0.5754731893539429,-0.063,0.7226999999999999,0.2016904761904762,0.6384731893539428,1,0,1
931,1547,818113541081272320,19520658,This saddens me... fear &amp; aggression in UK 😢Poles living in the UK 'scared to report hate crimes' after Brexit https://t.co/oMdgVSRGKl,0x1f622,negative,saddens  fear  aggression uk pole live uk  scared report hate crime  brexit,0x1f622,-0.9545,-0.3318181818181818,0.9274413585662842,0.007,-0.9615,-0.3388181818181818,0.9204413585662842,0,1,0
934,1552,818129705832476672,778334710179201024,"🇬🇧 Brexit rules 🇬🇧
🇺🇸 President Trump rules 🇺🇸
🇫🇷 Marine Le Pen rules 🇫🇷
😱 BBC News sucks 😱
😱 CNN &amp; MSM suck 😱
Than… https://t.co/viYewSXXWv",0x1f631|0x1f631|0x1f631|0x1f631,negative,  brexit rule     president trump rule     marine le pen rule   bbc news suck cnn  msm suck ,0x1f631|0x1f631|0x1f631|0x1f631,-0.7003,0.0,0.9180560111999512,0.19,-0.8903000000000001,-0.19,0.7280560111999512,0,1,0
935,1553,818132236155363328,2580898044,@_isabellaannie please don't say this 💔😩 when we're all back in the summer it'll be great tho😁,0x1f629|0x1f601,negative,please say broken_heart were back summer itll great tho,0x1f629|0x1f601,0.7506,0.4,-0.9319931864738464,0.0405,0.7101000000000001,0.35950000000000004,-0.9724931864738464,1,1,1
945,1565,818135180326084608,1040260147,I feel like keeping up with the cast of#teen wolf was less predictable then #BREXIT 🤔😐,0x1f610,positive,feel like keep cast wolf less predictable thinking_face,0x1f610,0.3612,-0.1833333333333333,0.734810471534729,-0.388,0.7492000000000001,0.20466666666666672,1.122810471534729,1,0,1
952,1576,818169801420009472,748177617036185600,@LeaveEUOfficial @LBC OMG. 2020 what are we going to do for the next 3yrs? Oh that's right wait until the next hiccup &amp; BLAME BREXIT. Damn.😆,0x1f606,negative,omg  2020 go next 3yrs  oh thats right wait next hiccup  blame brexit  damn ,0x1f606,-0.6249,0.0952380952380952,0.6007928252220154,0.409,-1.0339,-0.3137619047619048,0.1917928252220154,0,1,0
971,1606,818223591972081664,3751973549,"@Kovichinda OBAMA can interfere in Brexit cuz he's such a great person. It's not the same when Putin interferes with U.S. Oh, please.😡",0x1f621,positive,obama interfere brexit cuz hes great person  putin interfere u   oh  please ,0x1f621,0.7506,0.8,0.5404021143913269,-0.173,0.9236,0.9730000000000001,0.713402114391327,1,0,1
972,1607,818224078519726080,757285517063053312,@JolyonMaugham TM as remainer pursuing hard Brexit will guarantee vote on final deal - It's what she wants. So revokable A50 is critical 😀,0x1f600,neutral,tm remainer pursue hard brexit guarantee vote final deal  want  revokable a50 critical,0x1f600,-0.1027,-0.0972222222222222,0.7930084466934204,0.568,-0.6707,-0.6652222222222222,0.22500844669342046,0,1,0
974,1610,818221319514886144,50805915,"27 other EU members are baking our ""best deal"" cake as we type our #Article50 letter 😳 #brexit #TheresaMay @BBCWestminHour",0x1f633,positive,27 eu member bake  best deal  cake type letter,0x1f633,0.6369,1.0,0.823068380355835,0.018,0.6189,0.982,0.805068380355835,1,1,1
975,1612,818222039941214208,258249682,"""It's a currency I do not know how to spend"" #Sherlock blaming #brexit ?? #surelynot ... 😆",0x1f606,negative, currency know spend  blaming   ,0x1f606,-0.4939,0.0,0.585354745388031,0.409,-0.9029,-0.409,0.17635474538803103,0,1,0
976,1613,818223686926925824,1301346883,Get us off the #Brexit roller coaster of doom! 😱 https://t.co/2u7Ecrdemx,0x1f631,negative,get u roller coaster doom ,0x1f631,-0.4019,0.0,0.6428617238998413,0.19,-0.5919,-0.19,0.4528617238998413,0,1,0
977,1615,818246198746300416,1710743832,#TeamAJ Adam Johnson Alistair Stevenson #Brexit means Royal Exit there are some things that are just plain wrong in SATANS KINGDOM OF HELL😡,0x1f621,negative,adam johnson alistair stevenson mean royal exit thing plain wrong satan kingdom hell,0x1f621,-0.8271,-0.3422619047619048,0.8695316314697266,-0.173,-0.6540999999999999,-0.16926190476190484,1.0425316314697266,0,0,0
978,1616,818235462271795200,867506173,@Dr_PhilippaW @tailohthedug @_WeAreScotland_ don't worry @Nigel_Farage has it sorted!!! #HunnursOfMillions coming from #Brexit he said 😂,0x1f602,positive,worry sort    come say,0x1f602,-0.4404,0.0,0.6121229529380798,0.221,-0.6614,-0.221,0.39112295293807986,0,1,0
989,1630,818367063693488128,190522740,@piersmorgan @KarleighLawman don't worry Brexit will fix all this 😂,0x1f602,positive,worry brexit fix,0x1f602,-0.4404,0.0,0.4945260286331177,0.221,-0.6614,-0.221,0.2735260286331177,0,1,0
990,1631,818367976726528000,966771775,@FlyingSaltire dunno why she disnae just gie us oor independence then she can go full on hell for leather for her HARD Brexit no problems 😂😂,0x1f602|0x1f602,negative,dunno disnae gie u oor independence go full hell leather hard brexit problem,0x1f602|0x1f602,-0.8271,0.0291666666666666,0.6037917137145996,0.221,-1.0481,-0.1918333333333334,0.38279171371459964,0,1,0
998,1641,818393975312842752,19241754,Blaming the tube strike &amp; Brexit today for anything .......it works for me 😀,0x1f600,negative,blame tube strike  brexit today anything  work,0x1f600,-0.4404,0.0,0.6403501033782959,0.568,-1.0084,-0.568,0.07235010337829595,0,1,0
1001,1645,818409927928594432,741463059311398912,@washingtonpost 👈 Against Brexit?? 😀😀 Media is shamelessly sacrificing its independence at the altar of the flawed progressive evil agenda,0x1f600|0x1f600,negative,backhand_index_pointing_left brexit   medium shamelessly sacrifice independence altar flaw progressive evil agenda,0x1f600|0x1f600,-0.7783,-1.0,0.8538939356803894,0.568,-1.3462999999999998,-1.568,0.28589393568038945,0,1,0
1005,1649,818410458122256384,1875975163,"This little tweet hiding away 😊 
#MondayMorning #GreatNews #brexit https://t.co/OuAJ472Eo0",0x1f60a,negative,little tweet hide away,0x1f60a,-0.1082,-0.1875,0.6445276141166687,0.644,-0.7522,-0.8315,0.0005276141166686843,0,1,0
1018,1669,818457028897148928,196671593,"@MelissaReed_  Brill!!! 😂 
Pound to Dollar exchange rate: Sterling slumps amid fears of a hard Brexit 
https://t.co/OUuGOpupQ7",0x1f602,negative,brill    pound dollar exchange rate  sterling slump amid fear hard brexit,0x1f602,-0.5574,-0.2916666666666667,0.5295140147209167,0.221,-0.7784,-0.5126666666666667,0.3085140147209168,0,1,0
1024,1677,818466107417853952,67362509,"@orginarymagoo I blame brexit! FFS we know we have cold weather &amp; snow, we should be prepared for it, it's not like we've never had it B4! 😂",0x1f602,negative,blame brexit  ffs know cold weather  snow  prepare  like weve never b4 ,0x1f602,-0.5719,-0.6,0.5348719954490662,0.221,-0.7928999999999999,-0.821,0.3138719954490662,0,1,0
1026,1679,991081648719564800,199253968,@duponline 's Sammy Wilson blames Republic of Ireland for all the Brexit problems. 😂😂😂 #wiseupsammy https://t.co/j4YM65SMBL,0x1f602|0x1f602|0x1f602,negative, sammy wilson blame republic ireland brexit problem ,0x1f602|0x1f602|0x1f602,-0.6249,0.0,0.5198019742965698,0.221,-0.8459,-0.221,0.29880197429656985,0,1,0
1029,1683,991091295199297536,925937306,Niggas Can't Possibly be as Dumb as They Act 😩,0x1f629,negative,niggas cant possibly dumb act,0x1f629,0.0777,-0.375,0.8809306025505066,-0.368,0.4457,-0.007000000000000006,1.2489306025505065,1,0,1
1031,1685,991091661135630336,51697753,All I pray for everyday is for Britain to team up with Canada once brexit kicks in for immigration agreements so I can bounce 😭,0x1f62d,positive,pray everyday britain team canada brexit kick immigration agreement bounce,0x1f62d,0.6705,-0.2,0.6349674463272095,-0.093,0.7635,-0.10700000000000001,0.7279674463272094,1,0,1
1038,1692,991207233890471936,152646175,"@LADFLEG He thinks he is still living in the days of the British Empire 😂.
 Colonialism.
 Sad really. Explains his… https://t.co/Z1syx5b2QC",0x1f602,negative,think still live day british empire  colonialism  sad really  explains ,0x1f602,-0.4767,-0.0409090909090909,0.6159233450889587,0.221,-0.6977,-0.2619090909090909,0.39492334508895877,0,1,0
1039,1693,991207780081131520,2223648507,"Wow, this station is becoming really anti Brexit, just a London mouth piece 😐#5liveBreakfast",0x1f610,positive,wow  station become really anti brexit  london mouth piece,0x1f610,0.2975,0.15,0.787182629108429,-0.388,0.6855,0.538,1.1751826291084289,1,0,1
1040,1694,991210295589851136,421964947,@SkyNews Oh well 😔 Brexit hits the buffers! .....Never mind on the upside the Nation will force the end of those se… https://t.co/m2qcFE6sM6,0x1f614,negative,oh well brexit hit buffer   never mind upside nation force end se ,0x1f614,0.2732,0.0,0.5367449522018433,-0.146,0.4192,0.146,0.6827449522018433,1,0,1
1043,1700,991220361025945600,22559434,@LowTaxChloe @manick62 Funny how Democracy became motivated by conveniency after the #Brexit ref. For both sides 😒,0x1f612,positive,funny democracy become motivated conveniency ref  side,0x1f612,0.7096,0.25,0.6304574012756348,-0.374,1.0836000000000001,0.624,1.0044574012756349,1,0,1
1044,1702,991234557465780224,533578801,"""Sergio Ramos rules out Guard of Honour for Barcelona.""

FOH! Use the Guard of honour to win trophy. Olodo😂",0x1f602,neutral, sergio ramos rule guard honour barcelona   foh  use guard honour win trophy  olodo,0x1f602,0.9042,0.8,0.7225441932678223,0.221,0.6832,0.5790000000000001,0.5015441932678223,1,1,1
1051,1711,991253495968825344,3544871896,@pmcray Would you stop posting Brexit metaphors? 😉,0x1f609,negative,would stop post brexit metaphor ,0x1f609,-0.296,0.0,0.5428406000137329,0.463,-0.759,-0.463,0.07984060001373289,0,1,0
1052,1712,991254130504105984,87267122,@mrjamesob the only enjoyment I get from Brexit is hearing James skewer the illogical and factually incorrect arguments of Leavers 😠,0x1f620,negative,enjoyment get brexit hear james skewer illogical factually incorrect argument leaver,0x1f620,0.2732,0.0,0.551356315612793,-0.299,0.5722,0.299,0.8503563156127929,1,0,1
1054,1714,991257568688340992,33802357,"Oh Lord, some people make it up as they go along 😂

“Brexit is the fault of fat people” 

At least, according to… https://t.co/AF1ndjwhUd",0x1f602,neutral,oh lord  people make go along  brexit fault fat people  least  accord ,0x1f602,-0.4019,-0.3,0.6623430252075195,0.221,-0.6229,-0.521,0.44134302520751956,0,1,0
1057,1718,991263624500076544,353239455,@BBCPolitics Correction. Brexit: Disgraced former Defence Secretary Liam Fox accuses peers of ‘thwarting will of people’. 😊,0x1f60a,negative,correction  brexit  disgraced former defence secretary liam fox accuse peer  thwart people  ,0x1f60a,-0.5267,0.0,0.7346637845039368,0.644,-1.1707,-0.644,0.09066378450393675,0,1,0
1059,1720,991269175455821824,142659861,"@Brexit Head in hands, again.😩",0x1f629,neutral,head hand  ,0x1f629,0.4939,0.0,0.735561728477478,-0.368,0.8619,0.368,1.103561728477478,1,0,1
1062,1725,991278474861084672,2210621759,😒😡 How did this guy get to be a GP? Collect 10 tokens in special packs of Rice Krispies? Or bought one off T'interw… https://t.co/nqOziQ7j3q,0x1f612|0x1f621,negative,guy get gp  collect 10 token special pack rice krispies  buy one tinterw ,0x1f612|0x1f621,0.4019,0.3571428571428571,0.8841974139213562,-0.2734999999999999,0.6753999999999999,0.6306428571428571,1.157697413921356,1,0,1
1063,1726,991280027613499392,81793188,@dannymcgrory67 @jeremycorbyn I think the policy sounds good. I didnt say I supported Brexit or zero hours contracts. 😕,0x1f615,positive,think policy sound good  didnt say support brexit zero hour contract ,0x1f615,0.1635,0.55,0.5470615029335022,-0.397,0.5605,0.9470000000000001,0.9440615029335022,1,0,1
1064,1727,991284957522944000,836925952496177152,How to win friends and influence people... 😳 #brexit #Barnier #derry https://t.co/t83IswvAzH,0x1f633,positive,win friend influence people ,0x1f633,0.7906,0.8,0.7594025731086731,0.018,0.7726,0.782,0.7414025731086731,1,1,1
1069,1736,991315776048128000,563738194,"RT @_JustSkinn: I like to be reminded that I make you happy. Idc if it’s texts, tweets, posts, cards, subliminal shit, ANYTHING 😩that stuff…",0x1f629,neutral,rt like remind make happy  idc  text  tweet  post  card  subliminal shit  anything stuff ,0x1f629,0.3818,0.3,-0.5187174677848816,-0.368,0.7498,0.6679999999999999,-0.1507174677848816,1,0,1
1071,1738,991317345036570624,95904642,@rusperneil We got here Sunday night and it’s all over the menu’s so maybe it’s a Brexit revenge 😂,0x1f602,negative,get sunday night  menu  maybe  brexit revenge,0x1f602,-0.5267,0.0,0.8306286334991455,0.221,-0.7476999999999999,-0.221,0.6096286334991455,0,1,0
1073,1741,991329715125456896,847188690,RT @_itsahsel: When y’all kissing &amp; his dick 🍆 start jumping 🤾🏽‍♂️ relax big fella you next 😩😂💙,0x1f629|0x1f602,positive,rt  kissing  dick eggplant start jump person_playing_handball medium_skin_tone  male_sign  relax big fella next blue_heart,0x1f629|0x1f602,0.5106,0.0,0.7135024666786194,-0.0735,0.5841000000000001,0.0735,0.7870024666786194,1,0,1
1075,1743,991331399255851008,863377035661647872,BREXIT: The Telegraph asks for Brexit poems and it all goes wrong 😂 / #EU #Brexit https://t.co/Yqmyi0f9kT,0x1f602,negative,brexit  telegraph ask brexit poem go wrong ,0x1f602,-0.4767,-0.5,0.5470056533813477,0.221,-0.6977,-0.721,0.3260056533813477,0,1,0
